Week Ending Date,Metric,Category,Waiting Bands,Count
25/12/2022,Age,Over 65 Years,Over 52 Weeks,120070
25/12/2022,Age,Over 65 Years,Total,2228460
25/12/2022,Sex,Female,Unknown Clock Start,855
25/12/2022,Sex,Female,01 To 18 Weeks,2126270
25/12/2022,Sex,Female,18 To 52 Weeks,1364345
25/12/2022,Sex,Female,Over 52 Weeks,229485
25/12/2022,Sex,Female,Total,3720960
25/12/2022,Sex,Male,Unknown Clock Start,745
25/12/2022,Sex,Male,01 To 18 Weeks,1651875
25/12/2022,Sex,Male,18 To 52 Weeks,1039840
25/12/2022,Sex,Male,Over 52 Weeks,170540
25/12/2022,Sex,Male,Total,2863000
01/01/2023,Age,0-18 Years,Unknown Clock Start,615
01/01/2023,Age,0-18 Years,01 To 18 Weeks,448085
01/01/2023,Age,0-18 Years,18 To 52 Weeks,306645
01/01/2023,Age,0-18 Years,Over 52 Weeks,40980
01/01/2023,Age,0-18 Years,Total,796325
01/01/2023,Age,19-64 Years,Unknown Clock Start,1840
01/01/2023,Age,19-64 Years,01 To 18 Weeks,2060290
01/01/2023,Age,19-64 Years,18 To 52 Weeks,1445020
01/01/2023,Age,19-64 Years,Over 52 Weeks,247445
01/01/2023,Age,19-64 Years,Total,3754595
01/01/2023,Age,Over 65 Years,Unknown Clock Start,1100
01/01/2023,Age,Over 65 Years,01 To 18 Weeks,1321770
01/01/2023,Age,Over 65 Years,18 To 52 Weeks,815820
01/01/2023,Age,Over 65 Years,Over 52 Weeks,119890
01/01/2023,Age,Over 65 Years,Total,2258580
01/01/2023,Sex,Female,Unknown Clock Start,2005
01/01/2023,Sex,Female,01 To 18 Weeks,2110360
01/01/2023,Sex,Female,18 To 52 Weeks,1425295
01/01/2023,Sex,Female,Over 52 Weeks,228460
01/01/2023,Sex,Female,Total,3766120
01/01/2023,Sex,Male,Unknown Clock Start,1555
01/01/2023,Sex,Male,01 To 18 Weeks,1641335
01/01/2023,Sex,Male,18 To 52 Weeks,1084285
01/01/2023,Sex,Male,Over 52 Weeks,169885
01/01/2023,Sex,Male,Total,2897060
08/01/2023,Age,0-18 Years,Unknown Clock Start,755
08/01/2023,Age,0-18 Years,01 To 18 Weeks,452785
08/01/2023,Age,0-18 Years,18 To 52 Weeks,309485
08/01/2023,Age,0-18 Years,Over 52 Weeks,41800
08/01/2023,Age,0-18 Years,Total,804830
08/01/2023,Age,19-64 Years,Unknown Clock Start,2770
08/01/2023,Age,19-64 Years,01 To 18 Weeks,2054855
08/01/2023,Age,19-64 Years,18 To 52 Weeks,1448275
08/01/2023,Age,19-64 Years,Over 52 Weeks,245810
08/01/2023,Age,19-64 Years,Total,3751715
08/01/2023,Age,Over 65 Years,Unknown Clock Start,1745
08/01/2023,Age,Over 65 Years,01 To 18 Weeks,1312905
08/01/2023,Age,Over 65 Years,18 To 52 Weeks,820125
08/01/2023,Age,Over 65 Years,Over 52 Weeks,119005
08/01/2023,Age,Over 65 Years,Total,2253785
08/01/2023,Sex,Female,Unknown Clock Start,3015
08/01/2023,Sex,Female,01 To 18 Weeks,2104830
08/01/2023,Sex,Female,18 To 52 Weeks,1433335
08/01/2023,Sex,Female,Over 52 Weeks,227425
08/01/2023,Sex,Female,Total,3768605
08/01/2023,Sex,Male,Unknown Clock Start,2255
08/01/2023,Sex,Male,01 To 18 Weeks,1634800
08/01/2023,Sex,Male,18 To 52 Weeks,1086680
08/01/2023,Sex,Male,Over 52 Weeks,169050
08/01/2023,Sex,Male,Total,2892785
15/01/2023,Age,0-18 Years,Unknown Clock Start,730
15/01/2023,Age,0-18 Years,01 To 18 Weeks,465135
15/01/2023,Age,0-18 Years,18 To 52 Weeks,322430
15/01/2023,Age,0-18 Years,Over 52 Weeks,49620
15/01/2023,Age,0-18 Years,Total,837910
15/01/2023,Age,19-64 Years,Unknown Clock Start,2335
15/01/2023,Age,19-64 Years,01 To 18 Weeks,2075000
15/01/2023,Age,19-64 Years,18 To 52 Weeks,1454860
15/01/2023,Age,19-64 Years,Over 52 Weeks,242725
15/01/2023,Age,19-64 Years,Total,3774920
15/01/2023,Age,Over 65 Years,Unknown Clock Start,1370
15/01/2023,Age,Over 65 Years,01 To 18 Weeks,1321615
15/01/2023,Age,Over 65 Years,18 To 52 Weeks,825800
15/01/2023,Age,Over 65 Years,Over 52 Weeks,117185
15/01/2023,Age,Over 65 Years,Total,2265970
15/01/2023,Sex,Female,Unknown Clock Start,2535
15/01/2023,Sex,Female,01 To 18 Weeks,2121285
15/01/2023,Sex,Female,18 To 52 Weeks,1441010
15/01/2023,Sex,Female,Over 52 Weeks,226745
15/01/2023,Sex,Female,Total,3791570
15/01/2023,Sex,Male,Unknown Clock Start,1860
15/01/2023,Sex,Male,01 To 18 Weeks,1659795
15/01/2023,Sex,Male,18 To 52 Weeks,1103700
15/01/2023,Sex,Male,Over 52 Weeks,172825
15/01/2023,Sex,Male,Total,2938175
22/01/2023,Age,0-18 Years,Unknown Clock Start,685
22/01/2023,Age,0-18 Years,01 To 18 Weeks,464890
22/01/2023,Age,0-18 Years,18 To 52 Weeks,310200
22/01/2023,Age,0-18 Years,Over 52 Weeks,41520
22/01/2023,Age,0-18 Years,Total,817295
22/01/2023,Age,19-64 Years,Unknown Clock Start,1225
22/01/2023,Age,19-64 Years,01 To 18 Weeks,2103870
22/01/2023,Age,19-64 Years,18 To 52 Weeks,1480305
22/01/2023,Age,19-64 Years,Over 52 Weeks,241655
22/01/2023,Age,19-64 Years,Total,3827060
22/01/2023,Age,Over 65 Years,Unknown Clock Start,620
22/01/2023,Age,Over 65 Years,01 To 18 Weeks,1332070
22/01/2023,Age,Over 65 Years,18 To 52 Weeks,839890
22/01/2023,Age,Over 65 Years,Over 52 Weeks,116025
22/01/2023,Age,Over 65 Years,Total,2288605
22/01/2023,Sex,Female,Unknown Clock Start,1445
22/01/2023,Sex,Female,01 To 18 Weeks,2143305
22/01/2023,Sex,Female,18 To 52 Weeks,1460255
22/01/2023,Sex,Female,Over 52 Weeks,223040
22/01/2023,Sex,Female,Total,3828040
22/01/2023,Sex,Male,Unknown Clock Start,1075
22/01/2023,Sex,Male,01 To 18 Weeks,1678400
22/01/2023,Sex,Male,18 To 52 Weeks,1111610
22/01/2023,Sex,Male,Over 52 Weeks,166105
22/01/2023,Sex,Male,Total,2957190
29/01/2023,Age,0-18 Years,Unknown Clock Start,1025
29/01/2023,Age,0-18 Years,01 To 18 Weeks,463925
29/01/2023,Age,0-18 Years,18 To 52 Weeks,303545
29/01/2023,Age,0-18 Years,Over 52 Weeks,40785
29/01/2023,Age,0-18 Years,Total,809280
29/01/2023,Age,19-64 Years,Unknown Clock Start,10955
29/01/2023,Age,19-64 Years,01 To 18 Weeks,2090350
29/01/2023,Age,19-64 Years,18 To 52 Weeks,1444055
29/01/2023,Age,19-64 Years,Over 52 Weeks,234280
29/01/2023,Age,19-64 Years,Total,3779640
29/01/2023,Age,Over 65 Years,Unknown Clock Start,5625
29/01/2023,Age,Over 65 Years,01 To 18 Weeks,1314590
29/01/2023,Age,Over 65 Years,18 To 52 Weeks,817820
29/01/2023,Age,Over 65 Years,Over 52 Weeks,112050
29/01/2023,Age,Over 65 Years,Total,2250090
29/01/2023,Sex,Female,Unknown Clock Start,10310
29/01/2023,Sex,Female,01 To 18 Weeks,2131745
29/01/2023,Sex,Female,18 To 52 Weeks,1425580
29/01/2023,Sex,Female,Over 52 Weeks,215905
29/01/2023,Sex,Female,Total,3783530
29/01/2023,Sex,Male,Unknown Clock Start,7170
29/01/2023,Sex,Male,01 To 18 Weeks,1672340
29/01/2023,Sex,Male,18 To 52 Weeks,1085395
29/01/2023,Sex,Male,Over 52 Weeks,161245
29/01/2023,Sex,Male,Total,2926150
05/02/2023,Age,0-18 Years,Unknown Clock Start,1055
05/02/2023,Age,0-18 Years,01 To 18 Weeks,474940
05/02/2023,Age,0-18 Years,18 To 52 Weeks,307285
05/02/2023,Age,0-18 Years,Over 52 Weeks,40540
05/02/2023,Age,0-18 Years,Total,823825
05/02/2023,Age,19-64 Years,Unknown Clock Start,10710
05/02/2023,Age,19-64 Years,01 To 18 Weeks,2134940
05/02/2023,Age,19-64 Years,18 To 52 Weeks,1474010
05/02/2023,Age,19-64 Years,Over 52 Weeks,231120
05/02/2023,Age,19-64 Years,Total,3850780
05/02/2023,Age,Over 65 Years,Unknown Clock Start,5380
05/02/2023,Age,Over 65 Years,01 To 18 Weeks,1362075
05/02/2023,Age,Over 65 Years,18 To 52 Weeks,840405
05/02/2023,Age,Over 65 Years,Over 52 Weeks,111215
05/02/2023,Age,Over 65 Years,Total,2319070
05/02/2023,Sex,Female,Unknown Clock Start,10140
05/02/2023,Sex,Female,01 To 18 Weeks,2184420
05/02/2023,Sex,Female,18 To 52 Weeks,1456415
05/02/2023,Sex,Female,Over 52 Weeks,213590
05/02/2023,Sex,Female,Total,3864565
05/02/2023,Sex,Male,Unknown Clock Start,6965
05/02/2023,Sex,Male,01 To 18 Weeks,1710690
05/02/2023,Sex,Male,18 To 52 Weeks,1107420
05/02/2023,Sex,Male,Over 52 Weeks,159380
05/02/2023,Sex,Male,Total,2984455
12/02/2023,Age,0-18 Years,Unknown Clock Start,990
12/02/2023,Age,0-18 Years,01 To 18 Weeks,475100
12/02/2023,Age,0-18 Years,18 To 52 Weeks,305830
12/02/2023,Age,0-18 Years,Over 52 Weeks,40440
12/02/2023,Age,0-18 Years,Total,822360
12/02/2023,Age,19-64 Years,Unknown Clock Start,10105
12/02/2023,Age,19-64 Years,01 To 18 Weeks,2115450
12/02/2023,Age,19-64 Years,18 To 52 Weeks,1463835
12/02/2023,Age,19-64 Years,Over 52 Weeks,227895
12/02/2023,Age,19-64 Years,Total,3817280
12/02/2023,Age,Over 65 Years,Unknown Clock Start,5160
12/02/2023,Age,Over 65 Years,01 To 18 Weeks,1329615
12/02/2023,Age,Over 65 Years,18 To 52 Weeks,832780
12/02/2023,Age,Over 65 Years,Over 52 Weeks,109180
12/02/2023,Age,Over 65 Years,Total,2276730
12/02/2023,Sex,Female,Unknown Clock Start,9495
12/02/2023,Sex,Female,01 To 18 Weeks,2153470
12/02/2023,Sex,Female,18 To 52 Weeks,1445295
12/02/2023,Sex,Female,Over 52 Weeks,210565
12/02/2023,Sex,Female,Total,3818825
12/02/2023,Sex,Male,Unknown Clock Start,6595
12/02/2023,Sex,Male,01 To 18 Weeks,1690125
12/02/2023,Sex,Male,18 To 52 Weeks,1098795
12/02/2023,Sex,Male,Over 52 Weeks,156970
12/02/2023,Sex,Male,Total,2952480
19/02/2023,Age,0-18 Years,Unknown Clock Start,755
19/02/2023,Age,0-18 Years,01 To 18 Weeks,479810
19/02/2023,Age,0-18 Years,18 To 52 Weeks,308980
19/02/2023,Age,0-18 Years,Over 52 Weeks,40815
19/02/2023,Age,0-18 Years,Total,830360
19/02/2023,Age,19-64 Years,Unknown Clock Start,2370
19/02/2023,Age,19-64 Years,01 To 18 Weeks,2135840
19/02/2023,Age,19-64 Years,18 To 52 Weeks,1477495
19/02/2023,Age,19-64 Years,Over 52 Weeks,226400
19/02/2023,Age,19-64 Years,Total,3842105
19/02/2023,Age,Over 65 Years,Unknown Clock Start,1415
19/02/2023,Age,Over 65 Years,01 To 18 Weeks,1337780
19/02/2023,Age,Over 65 Years,18 To 52 Weeks,838825
19/02/2023,Age,Over 65 Years,Over 52 Weeks,108325
19/02/2023,Age,Over 65 Years,Total,2286345
19/02/2023,Sex,Female,Unknown Clock Start,2565
19/02/2023,Sex,Female,01 To 18 Weeks,2170845
19/02/2023,Sex,Female,18 To 52 Weeks,1458370
19/02/2023,Sex,Female,Over 52 Weeks,209315
19/02/2023,Sex,Female,Total,3841095
19/02/2023,Sex,Male,Unknown Clock Start,1855
19/02/2023,Sex,Male,01 To 18 Weeks,1703435
19/02/2023,Sex,Male,18 To 52 Weeks,1109330
19/02/2023,Sex,Male,Over 52 Weeks,156015
19/02/2023,Sex,Male,Total,2970635
26/02/2023,Age,0-18 Years,Unknown Clock Start,755
26/02/2023,Age,0-18 Years,01 To 18 Weeks,480690
26/02/2023,Age,0-18 Years,18 To 52 Weeks,310470
26/02/2023,Age,0-18 Years,Over 52 Weeks,40860
26/02/2023,Age,0-18 Years,Total,832775
26/02/2023,Age,19-64 Years,Unknown Clock Start,2875
26/02/2023,Age,19-64 Years,01 To 18 Weeks,2137820
26/02/2023,Age,19-64 Years,18 To 52 Weeks,1482595
26/02/2023,Age,19-64 Years,Over 52 Weeks,223805
26/02/2023,Age,19-64 Years,Total,3847095
26/02/2023,Age,Over 65 Years,Unknown Clock Start,1620
26/02/2023,Age,Over 65 Years,01 To 18 Weeks,1340075
26/02/2023,Age,Over 65 Years,18 To 52 Weeks,841615
26/02/2023,Age,Over 65 Years,Over 52 Weeks,107055
26/02/2023,Age,Over 65 Years,Total,2290365
26/02/2023,Sex,Female,Unknown Clock Start,2940
26/02/2023,Sex,Female,01 To 18 Weeks,2175415
26/02/2023,Sex,Female,18 To 52 Weeks,1464175
26/02/2023,Sex,Female,Over 52 Weeks,206880
26/02/2023,Sex,Female,Total,3849410
26/02/2023,Sex,Male,Unknown Clock Start,2305
26/02/2023,Sex,Male,01 To 18 Weeks,1704655
26/02/2023,Sex,Male,18 To 52 Weeks,1113150
26/02/2023,Sex,Male,Over 52 Weeks,154510
26/02/2023,Sex,Male,Total,2974620
05/03/2023,Age,0-18 Years,Unknown Clock Start,1040
05/03/2023,Age,0-18 Years,01 To 18 Weeks,486740
05/03/2023,Age,0-18 Years,18 To 52 Weeks,309055
05/03/2023,Age,0-18 Years,Over 52 Weeks,40935
05/03/2023,Age,0-18 Years,Total,837775
05/03/2023,Age,19-64 Years,Unknown Clock Start,7010
05/03/2023,Age,19-64 Years,01 To 18 Weeks,2148150
05/03/2023,Age,19-64 Years,18 To 52 Weeks,1474945
05/03/2023,Age,19-64 Years,Over 52 Weeks,220760
05/03/2023,Age,19-64 Years,Total,3850860
05/03/2023,Age,Over 65 Years,Unknown Clock Start,3585
05/03/2023,Age,Over 65 Years,01 To 18 Weeks,1349440
05/03/2023,Age,Over 65 Years,18 To 52 Weeks,836910
05/03/2023,Age,Over 65 Years,Over 52 Weeks,105480
05/03/2023,Age,Over 65 Years,Total,2295415
05/03/2023,Sex,Female,Unknown Clock Start,6860
05/03/2023,Sex,Female,01 To 18 Weeks,2191110
05/03/2023,Sex,Female,18 To 52 Weeks,1456755
05/03/2023,Sex,Female,Over 52 Weeks,204450
05/03/2023,Sex,Female,Total,3859175
05/03/2023,Sex,Male,Unknown Clock Start,4590
05/03/2023,Sex,Male,01 To 18 Weeks,1716595
05/03/2023,Sex,Male,18 To 52 Weeks,1107065
05/03/2023,Sex,Male,Over 52 Weeks,152530
05/03/2023,Sex,Male,Total,2980775
12/03/2023,Age,0-18 Years,Unknown Clock Start,910
12/03/2023,Age,0-18 Years,01 To 18 Weeks,490085
12/03/2023,Age,0-18 Years,18 To 52 Weeks,309790
12/03/2023,Age,0-18 Years,Over 52 Weeks,41050
12/03/2023,Age,0-18 Years,Total,841835
12/03/2023,Age,19-64 Years,Unknown Clock Start,5760
12/03/2023,Age,19-64 Years,01 To 18 Weeks,2143890
12/03/2023,Age,19-64 Years,18 To 52 Weeks,1476845
12/03/2023,Age,19-64 Years,Over 52 Weeks,219670
12/03/2023,Age,19-64 Years,Total,3846170
12/03/2023,Age,Over 65 Years,Unknown Clock Start,3000
12/03/2023,Age,Over 65 Years,01 To 18 Weeks,1341615
12/03/2023,Age,Over 65 Years,18 To 52 Weeks,837225
12/03/2023,Age,Over 65 Years,Over 52 Weeks,104630
12/03/2023,Age,Over 65 Years,Total,2286470
12/03/2023,Sex,Female,Unknown Clock Start,5720
12/03/2023,Sex,Female,01 To 18 Weeks,2187015
12/03/2023,Sex,Female,18 To 52 Weeks,1459310
12/03/2023,Sex,Female,Over 52 Weeks,203765
12/03/2023,Sex,Female,Total,3855810
12/03/2023,Sex,Male,Unknown Clock Start,3765
12/03/2023,Sex,Male,01 To 18 Weeks,1711845
12/03/2023,Sex,Male,18 To 52 Weeks,1108270
12/03/2023,Sex,Male,Over 52 Weeks,151415
12/03/2023,Sex,Male,Total,2975295
19/03/2023,Age,0-18 Years,Unknown Clock Start,1000
19/03/2023,Age,0-18 Years,01 To 18 Weeks,492295
19/03/2023,Age,0-18 Years,18 To 52 Weeks,311500
19/03/2023,Age,0-18 Years,Over 52 Weeks,41630
19/03/2023,Age,0-18 Years,Total,846430
19/03/2023,Age,19-64 Years,Unknown Clock Start,5160
19/03/2023,Age,19-64 Years,01 To 18 Weeks,2144360
19/03/2023,Age,19-64 Years,18 To 52 Weeks,1482455
19/03/2023,Age,19-64 Years,Over 52 Weeks,220460
19/03/2023,Age,19-64 Years,Total,3852440
19/03/2023,Age,Over 65 Years,Unknown Clock Start,2785
19/03/2023,Age,Over 65 Years,01 To 18 Weeks,1346520
19/03/2023,Age,Over 65 Years,18 To 52 Weeks,839905
19/03/2023,Age,Over 65 Years,Over 52 Weeks,105105
19/03/2023,Age,Over 65 Years,Total,2294315
19/03/2023,Sex,Female,Unknown Clock Start,5220
19/03/2023,Sex,Female,01 To 18 Weeks,2190410
19/03/2023,Sex,Female,18 To 52 Weeks,1465000
19/03/2023,Sex,Female,Over 52 Weeks,204670
19/03/2023,Sex,Female,Total,3865300
19/03/2023,Sex,Male,Unknown Clock Start,3865
19/03/2023,Sex,Male,01 To 18 Weeks,1715855
19/03/2023,Sex,Male,18 To 52 Weeks,1113160
19/03/2023,Sex,Male,Over 52 Weeks,152200
19/03/2023,Sex,Male,Total,2985085
26/03/2023,Age,0-18 Years,Unknown Clock Start,955
26/03/2023,Age,0-18 Years,01 To 18 Weeks,497045
26/03/2023,Age,0-18 Years,18 To 52 Weeks,314300
26/03/2023,Age,0-18 Years,Over 52 Weeks,41980
26/03/2023,Age,0-18 Years,Total,854280
26/03/2023,Age,19-64 Years,Unknown Clock Start,4810
26/03/2023,Age,19-64 Years,01 To 18 Weeks,2149115
26/03/2023,Age,19-64 Years,18 To 52 Weeks,1491785
26/03/2023,Age,19-64 Years,Over 52 Weeks,218465
26/03/2023,Age,19-64 Years,Total,3864175
26/03/2023,Age,Over 65 Years,Unknown Clock Start,2615
26/03/2023,Age,Over 65 Years,01 To 18 Weeks,1342410
26/03/2023,Age,Over 65 Years,18 To 52 Weeks,842945
26/03/2023,Age,Over 65 Years,Over 52 Weeks,104295
26/03/2023,Age,Over 65 Years,Total,2292260
26/03/2023,Sex,Female,Unknown Clock Start,4770
26/03/2023,Sex,Female,01 To 18 Weeks,2194115
26/03/2023,Sex,Female,18 To 52 Weeks,1474275
26/03/2023,Sex,Female,Over 52 Weeks,203000
26/03/2023,Sex,Female,Total,3876160
26/03/2023,Sex,Male,Unknown Clock Start,3420
26/03/2023,Sex,Male,01 To 18 Weeks,1716810
26/03/2023,Sex,Male,18 To 52 Weeks,1119095
26/03/2023,Sex,Male,Over 52 Weeks,151280
26/03/2023,Sex,Male,Total,2990600
02/04/2023,Age,0-18 Years,Unknown Clock Start,895
02/04/2023,Age,0-18 Years,01 To 18 Weeks,489125
02/04/2023,Age,0-18 Years,18 To 52 Weeks,309275
02/04/2023,Age,0-18 Years,Over 52 Weeks,41105
02/04/2023,Age,0-18 Years,Total,840405
02/04/2023,Age,19-64 Years,Unknown Clock Start,2995
02/04/2023,Age,19-64 Years,01 To 18 Weeks,2096325
02/04/2023,Age,19-64 Years,18 To 52 Weeks,1461240
02/04/2023,Age,19-64 Years,Over 52 Weeks,212245
02/04/2023,Age,19-64 Years,Total,3772805
02/04/2023,Age,Over 65 Years,Unknown Clock Start,1760
02/04/2023,Age,Over 65 Years,01 To 18 Weeks,1313780
02/04/2023,Age,Over 65 Years,18 To 52 Weeks,826880
02/04/2023,Age,Over 65 Years,Over 52 Weeks,101835
02/04/2023,Age,Over 65 Years,Total,2244260
02/04/2023,Sex,Female,Unknown Clock Start,3120
02/04/2023,Sex,Female,01 To 18 Weeks,2143940
02/04/2023,Sex,Female,18 To 52 Weeks,1444580
02/04/2023,Sex,Female,Over 52 Weeks,197775
02/04/2023,Sex,Female,Total,3789410
02/04/2023,Sex,Male,Unknown Clock Start,2385
02/04/2023,Sex,Male,01 To 18 Weeks,1678400
02/04/2023,Sex,Male,18 To 52 Weeks,1096450
02/04/2023,Sex,Male,Over 52 Weeks,147005
02/04/2023,Sex,Male,Total,2924240
09/04/2023,Age,0-18 Years,Unknown Clock Start,680
09/04/2023,Age,0-18 Years,01 To 18 Weeks,494380
09/04/2023,Age,0-18 Years,18 To 52 Weeks,319800
09/04/2023,Age,0-18 Years,Over 52 Weeks,43450
09/04/2023,Age,0-18 Years,Total,858305
09/04/2023,Age,19-64 Years,Unknown Clock Start,1265
09/04/2023,Age,19-64 Years,01 To 18 Weeks,2149755
09/04/2023,Age,19-64 Years,18 To 52 Weeks,1512575
09/04/2023,Age,19-64 Years,Over 52 Weeks,222480
09/04/2023,Age,19-64 Years,Total,3886075
09/04/2023,Age,Over 65 Years,Unknown Clock Start,760
09/04/2023,Age,Over 65 Years,01 To 18 Weeks,1348210
09/04/2023,Age,Over 65 Years,18 To 52 Weeks,853720
09/04/2023,Age,Over 65 Years,Over 52 Weeks,106860
09/04/2023,Age,Over 65 Years,Total,2309555
09/04/2023,Sex,Female,Unknown Clock Start,1195
09/04/2023,Sex,Female,01 To 18 Weeks,2196975
09/04/2023,Sex,Female,18 To 52 Weeks,1494635
09/04/2023,Sex,Female,Over 52 Weeks,207360
09/04/2023,Sex,Female,Total,3900165
09/04/2023,Sex,Male,Unknown Clock Start,910
09/04/2023,Sex,Male,01 To 18 Weeks,1718325
09/04/2023,Sex,Male,18 To 52 Weeks,1134590
09/04/2023,Sex,Male,Over 52 Weeks,154760
09/04/2023,Sex,Male,Total,3008585
16/04/2023,Age,0-18 Years,Unknown Clock Start,25160
16/04/2023,Age,0-18 Years,01 To 18 Weeks,483720
16/04/2023,Age,0-18 Years,18 To 52 Weeks,315215
16/04/2023,Age,0-18 Years,Over 52 Weeks,44260
16/04/2023,Age,0-18 Years,Total,868355
16/04/2023,Age,19-64 Years,Unknown Clock Start,2090
16/04/2023,Age,19-64 Years,01 To 18 Weeks,2155020
16/04/2023,Age,19-64 Years,18 To 52 Weeks,1535370
16/04/2023,Age,19-64 Years,Over 52 Weeks,225925
16/04/2023,Age,19-64 Years,Total,3918405
16/04/2023,Age,Over 65 Years,Unknown Clock Start,1175
16/04/2023,Age,Over 65 Years,01 To 18 Weeks,1351490
16/04/2023,Age,Over 65 Years,18 To 52 Weeks,865625
16/04/2023,Age,Over 65 Years,Over 52 Weeks,108715
16/04/2023,Age,Over 65 Years,Total,2327005
16/04/2023,Sex,Female,Unknown Clock Start,13255
16/04/2023,Sex,Female,01 To 18 Weeks,2197340
16/04/2023,Sex,Female,18 To 52 Weeks,1512200
16/04/2023,Sex,Female,Over 52 Weeks,210590
16/04/2023,Sex,Female,Total,3933380
16/04/2023,Sex,Male,Unknown Clock Start,15130
16/04/2023,Sex,Male,01 To 18 Weeks,1716710
16/04/2023,Sex,Male,18 To 52 Weeks,1145870
16/04/2023,Sex,Male,Over 52 Weeks,157290
16/04/2023,Sex,Male,Total,3035000
23/04/2023,Age,0-18 Years,Unknown Clock Start,840
23/04/2023,Age,0-18 Years,01 To 18 Weeks,490385
23/04/2023,Age,0-18 Years,18 To 52 Weeks,320240
23/04/2023,Age,0-18 Years,Over 52 Weeks,44060
23/04/2023,Age,0-18 Years,Total,855530
23/04/2023,Age,19-64 Years,Unknown Clock Start,2665
23/04/2023,Age,19-64 Years,01 To 18 Weeks,2107420
23/04/2023,Age,19-64 Years,18 To 52 Weeks,1487030
23/04/2023,Age,19-64 Years,Over 52 Weeks,217735
23/04/2023,Age,19-64 Years,Total,3814845
23/04/2023,Age,Over 65 Years,Unknown Clock Start,1555
23/04/2023,Age,Over 65 Years,01 To 18 Weeks,1323975
23/04/2023,Age,Over 65 Years,18 To 52 Weeks,838995
23/04/2023,Age,Over 65 Years,Over 52 Weeks,104960
23/04/2023,Age,Over 65 Years,Total,2269485
23/04/2023,Sex,Female,Unknown Clock Start,2880
23/04/2023,Sex,Female,01 To 18 Weeks,2166190
23/04/2023,Sex,Female,18 To 52 Weeks,1472440
23/04/2023,Sex,Female,Over 52 Weeks,203220
23/04/2023,Sex,Female,Total,3844730
23/04/2023,Sex,Male,Unknown Clock Start,1980
23/04/2023,Sex,Male,01 To 18 Weeks,1694385
23/04/2023,Sex,Male,18 To 52 Weeks,1120040
23/04/2023,Sex,Male,Over 52 Weeks,152560
23/04/2023,Sex,Male,Total,2968960
30/04/2023,Age,0-18 Years,Unknown Clock Start,25695
30/04/2023,Age,0-18 Years,01 To 18 Weeks,482955
30/04/2023,Age,0-18 Years,18 To 52 Weeks,308595
30/04/2023,Age,0-18 Years,Over 52 Weeks,44045
30/04/2023,Age,0-18 Years,Total,861290
30/04/2023,Age,19-64 Years,Unknown Clock Start,1825
30/04/2023,Age,19-64 Years,01 To 18 Weeks,2146885
30/04/2023,Age,19-64 Years,18 To 52 Weeks,1496920
30/04/2023,Age,19-64 Years,Over 52 Weeks,221465
30/04/2023,Age,19-64 Years,Total,3867090
30/04/2023,Age,Over 65 Years,Unknown Clock Start,950
30/04/2023,Age,Over 65 Years,01 To 18 Weeks,1344305
30/04/2023,Age,Over 65 Years,18 To 52 Weeks,839520
30/04/2023,Age,Over 65 Years,Over 52 Weeks,106315
30/04/2023,Age,Over 65 Years,Total,2291090
30/04/2023,Sex,Female,Unknown Clock Start,13150
30/04/2023,Sex,Female,01 To 18 Weeks,2198195
30/04/2023,Sex,Female,18 To 52 Weeks,1472100
30/04/2023,Sex,Female,Over 52 Weeks,206430
30/04/2023,Sex,Female,Total,3889880
30/04/2023,Sex,Male,Unknown Clock Start,15160
30/04/2023,Sex,Male,01 To 18 Weeks,1713305
30/04/2023,Sex,Male,18 To 52 Weeks,1118655
30/04/2023,Sex,Male,Over 52 Weeks,154370
30/04/2023,Sex,Male,Total,3001495
07/05/2023,Age,0-18 Years,Unknown Clock Start,765
07/05/2023,Age,0-18 Years,01 To 18 Weeks,507065
07/05/2023,Age,0-18 Years,18 To 52 Weeks,312225
07/05/2023,Age,0-18 Years,Over 52 Weeks,45380
07/05/2023,Age,0-18 Years,Total,865430
07/05/2023,Age,19-64 Years,Unknown Clock Start,1930
07/05/2023,Age,19-64 Years,01 To 18 Weeks,2210325
07/05/2023,Age,19-64 Years,18 To 52 Weeks,1476185
07/05/2023,Age,19-64 Years,Over 52 Weeks,224600
