Code,Name,Geography,Metric,Category,Waiting Bands,Count
ENG,ENGLAND,ENGLAND,Ethnicity,F: White and Asian,Unknown Clock Start,70
ENG,ENGLAND,ENGLAND,Ethnicity,F: White and Asian,01 To 18 Weeks,14080
ENG,ENGLAND,ENGLAND,Ethnicity,F: White and Asian,18 To 52 Weeks,9030
ENG,ENGLAND,ENGLAND,Ethnicity,F: White and Asian,Over 52 Weeks,565
ENG,ENGLAND,ENGLAND,Ethnicity,F: White and Asian,Total,23740
ENG,ENGLAND,ENGLAND,Ethnicity,G: Any other mixed background,Unknown Clock Start,145
ENG,ENGLAND,ENGLAND,Ethnicity,G: Any other mixed background,01 To 18 Weeks,34025
ENG,ENGLAND,ENGLAND,Ethnicity,G: Any other mixed background,18 To 52 Weeks,22195
ENG,ENGLAND,ENGLAND,Ethnicity,G: Any other mixed background,Over 52 Weeks,1460
ENG,ENGLAND,ENGLAND,Ethnicity,G: Any other mixed background,Total,57825
ENG,ENGLAND,ENGLAND,Ethnicity,H: Indian,Unknown Clock Start,450
ENG,ENGLAND,ENGLAND,Ethnicity,H: Indian,01 To 18 Weeks,121175
ENG,ENGLAND,ENGLAND,Ethnicity,H: Indian,18 To 52 Weeks,77345
ENG,ENGLAND,ENGLAND,Ethnicity,H: Indian,Over 52 Weeks,4555
ENG,ENGLAND,ENGLAND,Ethnicity,H: Indian,Total,203525
ENG,ENGLAND,ENGLAND,Ethnicity,J: Pakistani,Unknown Clock Start,735
ENG,ENGLAND,ENGLAND,Ethnicity,J: Pakistani,01 To 18 Weeks,106765
ENG,ENGLAND,ENGLAND,Ethnicity,J: Pakistani,18 To 52 Weeks,68560
ENG,ENGLAND,ENGLAND,Ethnicity,J: Pakistani,Over 52 Weeks,4240
ENG,ENGLAND,ENGLAND,Ethnicity,J: Pakistani,Total,180305
ENG,ENGLAND,ENGLAND,Ethnicity,K: Bangladeshi,Unknown Clock Start,150
ENG,ENGLAND,ENGLAND,Ethnicity,K: Bangladeshi,01 To 18 Weeks,42120
ENG,ENGLAND,ENGLAND,Ethnicity,K: Bangladeshi,18 To 52 Weeks,26505
ENG,ENGLAND,ENGLAND,Ethnicity,K: Bangladeshi,Over 52 Weeks,1745
ENG,ENGLAND,ENGLAND,Ethnicity,K: Bangladeshi,Total,70520
ENG,ENGLAND,ENGLAND,Ethnicity,L: Any other Asian background,Unknown Clock Start,475
ENG,ENGLAND,ENGLAND,Ethnicity,L: Any other Asian background,01 To 18 Weeks,95835
ENG,ENGLAND,ENGLAND,Ethnicity,L: Any other Asian background,18 To 52 Weeks,61480
ENG,ENGLAND,ENGLAND,Ethnicity,L: Any other Asian background,Over 52 Weeks,3855
ENG,ENGLAND,ENGLAND,Ethnicity,L: Any other Asian background,Total,161645
ENG,ENGLAND,ENGLAND,Ethnicity,M: Caribbean,Unknown Clock Start,190
ENG,ENGLAND,ENGLAND,Ethnicity,M: Caribbean,01 To 18 Weeks,52715
ENG,ENGLAND,ENGLAND,Ethnicity,M: Caribbean,18 To 52 Weeks,31775
ENG,ENGLAND,ENGLAND,Ethnicity,M: Caribbean,Over 52 Weeks,1935
ENG,ENGLAND,ENGLAND,Ethnicity,M: Caribbean,Total,86615
ENG,ENGLAND,ENGLAND,Ethnicity,N: African,Unknown Clock Start,270
ENG,ENGLAND,ENGLAND,Ethnicity,N: African,01 To 18 Weeks,89860
ENG,ENGLAND,ENGLAND,Ethnicity,N: African,18 To 52 Weeks,55200
ENG,ENGLAND,ENGLAND,Ethnicity,N: African,Over 52 Weeks,3810
ENG,ENGLAND,ENGLAND,Ethnicity,N: African,Total,149140
ENG,ENGLAND,ENGLAND,Ethnicity,P: Any other Black background,Unknown Clock Start,155
ENG,ENGLAND,ENGLAND,Ethnicity,P: Any other Black background,01 To 18 Weeks,40970
ENG,ENGLAND,ENGLAND,Ethnicity,P: Any other Black background,18 To 52 Weeks,25205
ENG,ENGLAND,ENGLAND,Ethnicity,P: Any other Black background,Over 52 Weeks,1590
ENG,ENGLAND,ENGLAND,Ethnicity,P: Any other Black background,Total,67920
ENG,ENGLAND,ENGLAND,Ethnicity,R: Chinese,Unknown Clock Start,90
ENG,ENGLAND,ENGLAND,Ethnicity,R: Chinese,01 To 18 Weeks,18120
ENG,ENGLAND,ENGLAND,Ethnicity,R: Chinese,18 To 52 Weeks,10805
